('Error: 401 Client Error: Unauthorized for url: https://query1.finance.yahoo.com/v10/finance/quoteSummary/MSFT?modules=financialData',)
         148083 function calls (143429 primitive calls) in 1.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       24    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
       23    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
       20    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connection.py:418(request)
        7    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.028    0.028 adapters.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        2    0.000    0.000    0.001    0.000 url.py:367(parse_url)
        1    0.000    0.000    0.005    0.005 _common.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        9    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x706487f4c900}
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.003    0.003 calendar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.044    0.044 connection.py:192(_new_conn)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.001    0.001 ssl_.py:225(create_urllib3_context)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       19    0.000    0.000    0.442    0.023 {method 'readline' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.526    0.526 sessions.py:673(send)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
        1    0.000    0.000    0.073    0.073 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       19    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        4    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
       14    0.000    0.000    0.000    0.000 util.py:19(to_str)
      9/7    0.000    0.000    0.006    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.003    0.003 poolmanager.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
       17    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.442    0.442 client.py:291(_read_status)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       10    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        6    0.000    0.000    0.002    0.000 typing.py:740(Optional)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.029    0.029 sessions.py:1(<module>)
        1    0.000    0.000    0.044    0.044 connection.py:27(create_connection)
        2    0.000    0.000    0.042    0.021 api.py:1(<module>)
        1    0.000    0.000    0.011    0.011 cd.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.002    0.002 ipaddress.py:1569(_IPv4Constants)
        5    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       31    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        2    0.000    0.000    0.003    0.002 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.444    0.444 connection.py:534(getresponse)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        1    0.000    0.000    0.040    0.040 feedparser.py:1(<module>)
        1    0.000    0.000    0.523    0.523 connectionpool.py:592(urlopen)
       10    0.000    0.000    0.001    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.001    0.001 connectionpool.py:175(__init__)
        1    0.000    0.000    0.005    0.005 <frozen ntpath>:1(<module>)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       28    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.006    0.006 ipaddress.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       24    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.522    0.522 connectionpool.py:377(_make_request)
        1    0.000    0.000    1.007    1.007 financial_enhanced.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.068    0.068 _request_methods.py:1(<module>)
        1    0.000    0.000    0.003    0.003 sessions.py:457(prepare_request)
        1    0.000    0.000    0.443    0.443 client.py:324(begin)
        5    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       22    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       18    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.011    0.011 header.py:1(<module>)
        1    0.000    0.000    0.525    0.525 adapters.py:613(send)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        8    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
       21    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.002    0.002 _meta.py:8(PackageMetadata)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.014    0.014 socket.py:946(getaddrinfo)
        1    0.000    0.000    0.001    0.001 _adapters.py:19(Message)
        1    0.000    0.000    0.001    0.001 _legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:889(_raw_read)
        2    0.000    0.000    0.002    0.001 _adapters.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       11    0.000    0.000    0.000    0.000 queue.py:254(_get)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
       22    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.137    0.137 _base_connection.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       18    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
       11    0.000    0.000    0.000    0.000 queue.py:251(_put)
        2    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        5    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       20    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.532    0.532 api.py:14(request)
        1    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        4    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.035    0.035 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:941(read)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 message.py:483(items)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:207(get_netrc_auth)
       11    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 __init__.py:152(EntryPoint)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.001    0.001 calendar.py:58(Month)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.006    0.006 decoder.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 response.py:326(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.003    0.003 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.532    0.532 sessions.py:500(request)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        4    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.033    0.033 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.005    0.005 filepost.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       10    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.033    0.033 ssl_.py:410(ssl_wrap_socket)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.001    0.001 utils.py:755(should_bypass_proxies)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 response.py:602(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        4    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
        1    0.000    0.000    0.033    0.033 ssl.py:449(wrap_socket)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 response.py:569(HTTPResponse)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.001    0.001 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        2    0.000    0.000    0.001    0.001 feedparser.py:176(_call_parse)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       13    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
       10    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.003    0.003 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
        3    0.000    0.000    0.016    0.005 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        4    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        6    0.000    0.000    0.000    0.000 client.py:1064(_output)
       12    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
        4    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.004    0.004 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 response.py:281(get)
       12    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       14    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
       12    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.003    0.003 status_codes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.041    0.041 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.001    0.001 socks.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        6    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       11    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        3    0.000    0.000    0.016    0.005 __init__.py:73(import_module)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        1    0.000    0.000    0.002    0.002 _meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        4    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.443    0.443 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        2    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 poolmanager.py:245(_new_pool)
        1    0.000    0.000    0.003    0.003 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.003    0.003 fields.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        4    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.001    0.001 poolmanager.py:346(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:292(connection_from_host)
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 cookies.py:358(update)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.004    0.004 string.py:69(__init_subclass__)
        1    0.000    0.000    0.002    0.002 _adapters.py:144(_reader)
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.442    0.442 socket.py:693(readinto)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        3    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        3    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.077    0.077 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        3    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.001    0.001 adapters.py:446(get_connection_with_tls_context)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x706487fc8680}
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 response.py:1069(stream)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 models.py:890(content)
        1    0.000    0.000    0.001    0.001 poolmanager.py:321(connection_from_context)
        1    0.000    0.000    0.001    0.001 __init__.py:60(Sectioned)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
        1    0.000    0.000    0.532    0.532 financial_enhanced.py:5(get_financial_data)
        5    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.441    0.441 ssl.py:1237(recv_into)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 client.py:1027(send)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        1    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
