('Total Revenue', '281,724,000,000', '245,122,000,000', '211,915,000,000', '198,270,000,000')
         801417 function calls (769620 primitive calls) in 18.461 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 frame.py:4486(_set_item_mgr)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1569(_IPv4Constants)
       33    0.000    0.000    0.000    0.000 base.py:5154(_values)
       12    0.000    0.000    0.000    0.000 peewee.py:426(<lambda>)
        1    0.000    0.000    0.009    0.009 frames.py:1(<module>)
        5    0.000    0.000    0.000    0.000 peewee.py:543(add)
       26    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.040    0.020 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quote.py:1(<module>)
        1    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        3    0.000    0.000    0.000    0.000 peewee.py:4863(ddl_datatype)
       10    0.000    0.000    0.001    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.001    0.001 base.py:50(TickerBase)
        6    0.000    0.000    0.007    0.001 __init__.py:73(import_module)
        1    0.000    0.000    0.004    0.004 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.002    0.002 managers.py:1(<module>)
        1    0.000    0.000    0.004    0.004 containers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 base.py:6198(_get_indexer_strict)
        7    0.000    0.000    0.001    0.000 __init__.py:331(_compile_template)
        1    0.000    0.000    0.013    0.013 configparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 peewee.py:674(value)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.003    0.003 _parser.py:1(<module>)
        1    0.000    0.000   18.462   18.462 financial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:92(update_url_params)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        9    0.000    0.000    0.001    0.000 accessor.py:148(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 construction.py:596(_homogenize)
        1    0.000    0.000    0.001    0.001 period.py:80(PeriodIndex)
        1    0.000    0.000    0.003    0.003 websockets.py:1(<module>)
        1    0.000    0.000    0.193    0.193 __version__.py:1(<module>)
       14    0.000    0.000    0.000    0.000 peewee.py:646(__enter__)
        1    0.000    0.000    0.007    0.007 descriptor.py:1(<module>)
        1    0.000    0.000    0.002    0.002 protocol.py:1(<module>)
       31    0.000    0.000    0.000    0.000 query.py:201(valid_fields)
        1    0.000    0.000    0.000    0.000 datetimes.py:925(tz_localize)
       28    0.000    0.000    0.000    0.000 peewee.py:624(parentheses)
        1    0.000    0.000    0.000    0.000 managers.py:2276(_merge_blocks)
        2    0.000    0.000    0.003    0.001 base.py:4330(reindex)
       20    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 groupby.py:765(BaseGroupBy)
        1    0.000    0.000    0.001    0.001 _core.py:639(PlotAccessor)
        1    0.000    0.000    0.000    0.000 peewee.py:933(BaseTable)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 core.py:3051(__array_finalize__)
        1    0.000    0.000    0.000    0.000 api.py:15(PlatformDirsABC)
        1    0.000    0.000    0.004    0.004 sslproto.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       28    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
       10    0.000    0.000    0.006    0.001 extras.py:268(__init__)
        7    0.000    0.000    0.000    0.000 config.py:856(is_instance_factory)
        4    0.000    0.000    0.001    0.000 frame.py:3988(_ixs)
       30    0.000    0.000    0.000    0.000 generic.py:405(flags)
        1    0.000    0.000    0.000    0.000 core.py:2883(__new__)
        1    0.000    0.000    0.001    0.001 headers.py:79(Headers)
        6    0.000    0.000    0.000    0.000 cookies.py:134(__init__)
        1    0.000    0.000    0.001    0.001 datetimelike.py:1967(TimelikeOps)
        1    0.000    0.000    0.001    0.001 data.py:62(YfData)
        9    0.000    0.000    0.000    0.000 _mixins.py:278(__getitem__)
        1    0.000    0.000    0.010    0.010 masked.py:1(<module>)
        1    0.000    0.000    0.119    0.119 defmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimes.py:106(DatetimeIndex)
       28    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
      7/6    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap>:1375(_gcd_import)
        9    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.007    0.007 array_ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.001    0.000 series.py:1424(_set_values)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.010    0.010 impersonate.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ops.py:560(BaseGrouper)
        2    0.000    0.000    0.000    0.000 construction.py:74(array)
        6    0.000    0.000    0.000    0.000 cast.py:550(maybe_promote)
       11    0.000    0.000    0.015    0.001 dataclasses.py:1240(dataclass)
        1    0.000    0.000    0.001    0.001 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    1.288    1.288 data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
       26    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:328(DuplicateLabelError)
        1    0.000    0.000    0.001    0.001 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        8    0.000    0.000    0.001    0.000 datetimelike.py:177(__contains__)
        1    0.000    0.000    0.001    0.001 pivot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       11    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.012    0.006 parser.py:41(parse)
        1    0.000    0.000    0.002    0.002 _core.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        4    0.000    0.000    0.000    0.000 base.py:5180(_get_engine_target)
       26    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        4    0.000    0.000    0.000    0.000 frame.py:4613(_box_col_values)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
        5    0.000    0.000    0.000    0.000 weakref.py:289(update)
        3    0.000    0.000    0.000    0.000 datetimelike.py:407(_get_getitem_freq)
        1    0.000    0.000    0.000    0.000 cookies.py:129(Cookies)
       24    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
        1    0.000    0.000    0.001    0.001 well_known_types.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1292(__init__)
        4    0.000    0.000    0.000    0.000 base.py:840(__iter__)
        2    0.000    0.000    0.019    0.009 __init__.py:436(metadata)
       22    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.004    0.004 array_manager.py:1(<module>)
        4    0.000    0.000    0.000    0.000 astype.py:157(astype_array)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 parse.py:753(parse_qsl)
        7    0.000    0.000    0.000    0.000 __init__.py:520(_cmpkey)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'AddSerializedFile' of 'google._upb._message.DescriptorPool' objects}
        4    0.000    0.000    0.001    0.000 astype.py:191(astype_array_safe)
        8    0.000    0.000    0.000    0.000 peewee.py:6346(_update_sorted_fields)
       19    0.000    0.000    0.000    0.000 datetimes.py:126(_field_accessor)
        8    0.000    0.000    0.000    0.000 getlimits.py:64(smallest_subnormal)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.002    0.002 base.py:51(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:2190(_form_blocks)
        4    0.000    0.000    0.000    0.000 frame.py:12682(_reindex_for_setitem)
        1    0.000    0.000    0.004    0.004 _pickle.py:1(<module>)
       21    0.000    0.000    0.000    0.000 accessors.py:176(<lambda>)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
       23    0.000    0.000    0.000    0.000 expr.py:295(_op_maker)
        1    0.000    0.000    0.003    0.003 timeouts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimelike.py:430(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.002    0.002 contexts.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _strptime.py:49(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 peewee.py:6652(Model)
        2    0.000    0.000    0.000    0.000 session.py:166(__init__)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_version}
        2    0.000    0.000    0.001    0.000 __init__.py:811(read_text)
        1    0.000    0.000    0.001    0.001 websockets.py:51(WsCloseCode)
        1    0.000    0.000    0.001    0.001 query.py:12(QueryBase)
       16    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
       20    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        8    0.000    0.000    0.006    0.001 __init__.py:701(lookup)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 cool.py:1(<module>)
        6    0.000    0.000    0.011    0.002 feedparser.py:176(_call_parse)
       18    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.001    0.001 _mixins.py:92(NDArrayBackedExtensionArray)
        8    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:776(runtime_checkable)
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        8    0.000    0.000    0.000    0.000 parse.py:826(unquote_plus)
        2    0.000    0.000    0.000    0.000 base.py:1153(take)
       11    0.000    0.000    0.003    0.000 typing.py:1264(__ror__)
        1    0.000    0.000    0.001    0.001 _histograms_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:757(__init_subclass__)
        1    0.000    0.000    0.001    0.001 parquet.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
       11    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       26    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
        1    0.000    0.000    0.001    0.001 from_dataframe.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       12    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.001    0.001 tzinfo.py:1(<module>)
       25    0.000    0.000    0.000    0.000 query.py:210(valid_values)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:1(<module>)
        6    0.000    0.000    0.000    0.000 utils.py:961(decorator)
        4    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        2    0.000    0.000    0.043    0.022 _adapters.py:1(<module>)
       12    0.000    0.000    0.000    0.000 common.py:1272(is_1d_only_ea_dtype)
        2    0.000    0.000    0.000    0.000 datetimelike.py:823(take)
        1    0.000    0.000   15.873   15.873 data.py:376(_make_request)
        5    0.000    0.000    0.000    0.000 blocks.py:2776(new_block_2d)
       11    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        1    0.000    0.000    0.003    0.003 _globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
        1    0.000    0.000    0.009    0.009 text_format.py:1292(Tokenizer)
        1    0.000    0.000    0.067    0.067 aio.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.001    0.001 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        3    0.000    0.000    0.000    0.000 _decorators.py:492(indent)
        2    0.000    0.000    0.000    0.000 session.py:342(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:416(abspath)
        2    0.000    0.000    0.000    0.000 __init__.py:401(discover)
       10    0.000    0.000    0.000    0.000 peewee.py:925(__join__)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 unix.py:101(user_cache_dir)
       16    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        1    0.000    0.000    0.001    0.001 const.py:428(CurlMOpt)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        5    0.000    0.000    0.000    0.000 {built-in method def_extern_decorator}
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
        9    0.000    0.000    0.000    0.000 overrides.py:29(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 peewee.py:1554(__sql__)
       10    0.000    0.000    0.000    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
      7/5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_recalculate)
        1    0.000    0.000    0.002    0.002 _meta.py:8(PackageMetadata)
        2    0.000    0.000    0.000    0.000 cookies.py:185(update_cookies_from_curl)
        3    0.000    0.000    0.000    0.000 base.py:6336(_maybe_downcast_for_indexing)
        1    0.000    0.000    0.000    0.000 ticker.py:34(Ticker)
        2    0.000    0.000    0.000    0.000 curl.py:131(slist_to_list)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        3    0.000    0.000    0.000    0.000 query.py:68(_validate_btwn_operand)
        1    0.000    0.000   16.001   16.001 financial.py:6(get_financial_data)
        7    0.000    0.000    0.000    0.000 core.py:2615(_arraymethod)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        4    0.000    0.000    0.000    0.000 cookies.py:71(to_curl_format)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(numeric_type_aliases)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.002    0.002 locks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        7    0.000    0.000    0.000    0.000 peewee.py:493(__setattr__)
        1    0.000    0.000    0.004    0.004 printing.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        4    0.000    0.000    0.000    0.000 peewee.py:870(apply_column)
        1    0.000    0.000    0.002    0.002 _utils_impl.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        2    0.000    0.000    0.000    0.000 cast.py:613(_maybe_promote)
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
       10    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        2    0.000    0.000    0.000    0.000 pathlib.py:1024(read_text)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base.py:6436(_should_compare)
        1    0.000    0.000    0.100    0.100 live.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        4    0.000    0.000    0.001    0.000 frame.py:4475(_iset_item_mgr)
        9    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 generic.py:4178(xs)
        1    0.000    0.000    0.005    0.005 data.py:161(_load_cookie_curlCffi)
        1    0.000    0.000    0.000    0.000 accessor.py:191(__init__)
        2    0.000    0.000    0.000    0.000 models.py:74(__init__)
        1    0.000    0.000    0.005    0.005 _policybase.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:448(maybe_operate_rowwise)
        8    0.000    0.000    0.000    0.000 base.py:167(__setattr__)
       21    0.000    0.000    0.000    0.000 __init__.py:470(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
       13    0.000    0.000    0.000    0.000 managers.py:180(blknos)
        4    0.000    0.000    0.000    0.000 datetimelike.py:171(_period_dispatch)
        1    0.000    0.000    0.000    0.000 peewee.py:3629(_set_pragmas)
        1    0.000    0.000    0.004    0.004 charset.py:1(<module>)
        1    0.000    0.000    0.001    0.001 frames.py:55(CloseCode)
        8    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.024    0.024 _htmlparser.py:1(<module>)
        5    0.000    0.000    0.000    0.000 frame.py:678(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.002    0.002 objects.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
       20    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.009    0.009 configparser.py:541(RawConfigParser)
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        2    0.000    0.000    0.001    0.000 feedparser.py:182(close)
       15    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        4    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.005    0.005 api_implementation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        4    0.000    0.000    0.000    0.000 series.py:1504(_maybe_update_cacher)
        6    0.000    0.000    0.001    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        5    0.000    0.000    0.000    0.000 series.py:664(_constructor_from_mgr)
        4    0.000    0.000    0.000    0.000 missing.py:913(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 peewee.py:3316(execute_sql)
        3    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        9    0.000    0.000    0.000    0.000 utils.py:73(__enter__)
        4    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.001    0.001 _adapters.py:19(Message)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:89(_wrapreduction_any_all)
        1    0.000    0.000    0.005    0.005 cache.py:366(lookup)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        2    0.000    0.000    0.000    0.000 peewee.py:4595(iterate)
        1    0.000    0.000    0.001    0.001 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.002    0.002 melt.py:1(<module>)
        5    0.000    0.000    0.000    0.000 curl.py:169(_set_error_buffer)
        8    0.000    0.000    0.000    0.000 string_.py:234(construct_from_string)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1339(_find_parent_path_names)
        1    0.000    0.000    0.118    0.118 css_parser.py:314(__init__)
        4    0.000    0.000    0.000    0.000 blocks.py:2884(ensure_block_shape)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.001    0.001 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 peewee.py:3613(_add_conn_hooks)
        1    0.000    0.000    0.000    0.000 peewee.py:2409(Select)
        1    0.000    0.000    0.004    0.004 feedparser.py:1(<module>)
       20    0.000    0.000    0.000    0.000 query.py:168(valid_values)
        4    0.000    0.000    0.002    0.000 managers.py:421(astype)
        6    0.000    0.000    0.000    0.000 utils.py:971(_generate_table_configurations)
       11    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 peewee.py:5011(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:39(Connection)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:649(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:1397(_getitem_axis)
       16    0.000    0.000    0.000    0.000 base.py:6068(_check_indexing_error)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
      5/4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
       19    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        6    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:467(__set)
        1    0.000    0.000    0.001    0.001 accessor.py:1432(replace)
        3    0.000    0.000    0.000    0.000 peewee.py:3348(get_sql_context)
        1    0.000    0.000    0.000    0.000 history.py:16(PriceHistory)
        3    0.000    0.000    0.000    0.000 peewee.py:607(__init__)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        8    0.000    0.000    0.000    0.000 parse.py:789(_unquote)
        6    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.001    0.001 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 peewee.py:2274(SelectBase)
        1    0.000    0.000    0.006    0.006 query.py:1(<module>)
        7    0.000    0.000    0.000    0.000 peewee.py:6311(table)
        2    0.000    0.000    0.000    0.000 managers.py:1772(_consolidate_check)
        1    0.000    0.000    0.003    0.003 uri.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:86(from_cookiejar_cookie)
        1    0.000    0.000    0.000    0.000 connection.py:32(Connection)
       10    0.000    0.000    0.000    0.000 take.py:325(_get_take_nd_function)
        5    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        4    0.000    0.000    0.000    0.000 construction.py:766(_try_cast)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.033    0.033 descriptor_pool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        3    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        1    0.000    0.000    2.311    2.311 search.py:1(<module>)
        9    0.000    0.000    0.000    0.000 config.py:899(is_nonnegative_int)
       18    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 containers.py:215(RepeatedCompositeFieldContainer)
       12    0.000    0.000    0.000    0.000 peewee.py:3547(__pragma__)
        1    0.000    0.000    0.000    0.000 ops.py:105(WrappedCythonOp)
        8    0.000    0.000    0.000    0.000 peewee.py:2243(__compound_select__)
        1    0.000    0.000    0.008    0.008 _strptime.py:1(<module>)
        1    0.000    0.000    0.036    0.036 describe.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        9    0.000    0.000    0.000    0.000 utils.py:76(__exit__)
        1    0.000    0.000    0.000    0.000 tarfile.py:866(TarInfo)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        8    0.000    0.000    0.000    0.000 blocks.py:221(_can_consolidate)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 peewee.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:5682(_reindex_with_indexers)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:723(__hash__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000   15.426   15.426 data.py:206(_get_crumb_basic)
        7    0.000    0.000    0.000    0.000 missing.py:673(na_value_for_dtype)
        2    0.000    0.000    0.000    0.000 base.py:2320(is_unique)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
        1    0.000    0.000    0.001    0.001 peewee.py:3251(connect)
        4    0.000    0.000    0.011    0.003 feedparser.py:171(feed)
        8    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.005    0.005 numpy_.py:1(<module>)
        8    0.000    0.000    0.000    0.000 peewee.py:4697(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:1974(get_slice)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        4    0.000    0.000    0.000    0.000 blocks.py:276(make_block)
        3    0.000    0.000    0.000    0.000 _mixins.py:72(ravel_compat)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__enter__)
        1    0.000    0.000    0.006    0.006 _base.py:1435(ExcelFile)
        1    0.000    0.000    0.005    0.005 engines.py:1(<module>)
        3    0.000    0.000    0.000    0.000 imports.py:32(lazy_import)
       13    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
