('Total Revenue', '281,724,000,000', '245,122,000,000', '211,915,000,000', '198,270,000,000')
         801417 function calls (769620 primitive calls) in 18.461 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        4    0.000    0.000    0.000    0.000 peewee.py:468(initialize)
       10    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.014    0.014 unix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:133(charset_encoding)
        1    0.000    0.000    0.017    0.017 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:80(atleast_2d)
        2    0.000    0.000    0.000    0.000 {built-in method _collections._count_elements}
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:2252(SelectQuery)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 series.py:6470(any)
        3    0.000    0.000    0.000    0.000 peewee.py:464(__init__)
        2    0.000    0.000    0.000    0.000 algorithms.py:1131(take)
        3    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        3    0.000    0.000    0.000    0.000 cookies.py:331(set)
        2    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000   15.431   15.431 data.py:345(_get_cookie_and_crumb)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.016    0.016 eval.py:1(<module>)
        2    0.000    0.000    0.001    0.000 textwrap.py:347(wrap)
        1    0.000    0.000    0.001    0.001 datetimes.py:316(_convert_listlike_datetimes)
        1    0.000    0.000    0.001    0.001 peewee.py:7073(create_table)
       12    0.000    0.000    0.000    0.000 query.py:71(<genexpr>)
        1    0.000    0.000    0.000    0.000 aio.py:171(AsyncCurl)
        1    0.000    0.000    0.000    0.000 base.py:6461(_is_comparable_dtype)
        3    0.000    0.000    0.000    0.000 peewee.py:5681(resolve)
       11    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        2    0.000    0.000    0.002    0.001 _optional.py:85(import_optional_dependency)
        1    0.000    0.000    0.000    0.000 const.py:583(CurlWsFlag)
        1    0.000    0.000    0.001    0.001 datastructures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 headers.py:236(update)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        5    0.000    0.000    0.000    0.000 peewee.py:549(get)
        8    0.000    0.000    0.000    0.000 base.py:6324(_index_as_unique)
        1    0.000    0.000    0.002    0.002 peewee.py:6829(get)
        1    0.000    0.000    0.000    0.000 messages.py:69(Assembler)
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.001    0.001 generic.py:4161(_take_with_is_copy)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
       11    0.000    0.000    0.000    0.000 accessors.py:155(<lambda>)
        2    0.000    0.000    0.000    0.000 nanops.py:1082(_nanminmax)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__setitem__)
        1    0.000    0.000    0.000    0.000 descriptor.py:485(FieldDescriptor)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2589(all)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:550(__init__)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:38(DtypeKind)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method curl_cffi._wrapper.curl_easy_reset}
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 peewee.py:3163(Database)
        2    0.000    0.000    0.000    0.000 common.py:1689(is_all_strings)
        1    0.000    0.000    0.003    0.003 _adapters.py:144(_reader)
        9    0.000    0.000    0.000    0.000 typing.py:3013(<lambda>)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        3    0.000    0.000    0.000    0.000 cookies.py:271(__init__)
        1    0.000    0.000    0.001    0.001 isoparser.py:42(isoparser)
        3    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        1    0.000    0.000    0.002    0.002 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 peewee.py:3693(_load_functions)
        1    0.000    0.000    0.003    0.003 dtypes.py:1164(IntervalDtype)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 data.py:46(__call__)
       10    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.400    0.400 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.004    0.004 scanner.py:1(<module>)
       11    0.000    0.000    0.000    0.000 peewee.py:892(__hash__)
        3    0.000    0.000    0.000    0.000 peewee.py:562(push)
        2    0.000    0.000    0.001    0.000 utils.py:178(requote_uri)
        9    0.000    0.000    0.000    0.000 __init__.py:1884(__init__)
      3/2    0.000    0.000    0.002    0.001 sysconfig.py:776(get_config_var)
        8    0.000    0.000    0.000    0.000 indexing.py:676(iat)
        1    0.000    0.000    0.005    0.005 compressors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:3052(max)
        5    0.000    0.000    0.000    0.000 range.py:999(__len__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1332(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 blocks.py:2069(EABackedBlock)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        8    0.000    0.000    0.000    0.000 indexing.py:2593(_convert_key)
        5    0.000    0.000    0.000    0.000 typing.py:1767(_caller)
        2    0.000    0.000    0.001    0.000 __init__.py:777(find_distributions)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 generic.py:5633(_reindex_axes)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        1    0.000    0.000    0.000    0.000 _linalg.py:106(EighResult)
        1    0.000    0.000    0.000    0.000 __meta__.py:138(_get_canonical)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 cache.py:511(_ISIN_KV)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        3    0.000    0.000    0.000    0.000 peewee.py:415(merge_dict)
        2    0.000    0.000    0.000    0.000 __init__.py:685(zip_children)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.009    0.009 secrets.py:1(<module>)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:1196(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        1    0.000    0.000    0.000    0.000 domain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _globals.py:59(__repr__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        1    0.000    0.000    0.000    0.000 quote.py:26(FastInfo)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        2    0.000    0.000    0.000    0.000 sysconfig.py:143(joinuser)
        1    0.000    0.000    0.000    0.000 request.py:2405(ftpwrapper)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1663(TarFile)
        2    0.000    0.000    0.000    0.000 models.py:142(text)
        1    0.000    0.000    0.000    0.000 curl.py:142(Curl)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        5    0.000    0.000    0.000    0.000 numeric.py:2465(<genexpr>)
        1    0.000    0.000    0.000    0.000 category.py:51(CategoricalIndex)
        3    0.000    0.000    0.000    0.000 generic.py:511(_validate_dtype)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 shape_base.py:220(vstack)
        5    0.000    0.000    0.000    0.000 peewee.py:488(__getattr__)
        1    0.000    0.000    0.000    0.000 data.py:68(__init__)
        1    0.000    0.000    0.000    0.000 _linalg.py:110(QRResult)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:465(__call__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        2    0.000    0.000    0.000    0.000 {method 'splitlines' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 industry.py:13(Industry)
        1    0.000    0.000    0.000    0.000 cache.py:313(_CookieSchema)
       10    0.000    0.000    0.000    0.000 session.py:127(__getitem__)
        5    0.000    0.000    0.000    0.000 base.py:2783(_is_multi)
        1    0.000    0.000    0.000    0.000 numeric.py:171(ones)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
        1    0.000    0.000    0.000    0.000 peewee.py:5954(SchemaManager)
        1    0.000    0.000    0.000    0.000 peewee.py:1971(OnConflict)
        2    0.000    0.000    0.000    0.000 datetimelike.py:2380(copy)
        1    0.000    0.000    0.004    0.004 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 query.py:178(FundQuery)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.011    0.011 localization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 _tzpath.py:36(_parse_python_tzpath)
        2    0.000    0.000    0.000    0.000 __init__.py:637(path)
        1    0.000    0.000    0.000    0.000 live.py:39(AsyncWebSocket)
        3    0.000    0.000    0.000    0.000 peewee.py:5955(__init__)
        9    0.000    0.000    0.000    0.000 multiarray.py:188(concatenate)
        1    0.000    0.000    0.000    0.000 protocol.py:57(State)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:69(ColumnNullType)
       10    0.000    0.000    0.000    0.000 datetimelike.py:2070(freq)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
        2    0.000    0.000    0.000    0.000 peewee.py:861(apply_alias)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        9    0.000    0.000    0.000    0.000 base.py:1678(name)
        1    0.000    0.000    0.000    0.000 _linalg.py:114(SlogdetResult)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        4    0.000    0.000    0.000    0.000 peewee.py:4821(__hash__)
        1    0.000    0.000    0.000    0.000 peewee.py:971(Table)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        4    0.000    0.000    0.000    0.000 frame.py:1648(__len__)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 containers.py:44(BaseContainer)
        9    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 peewee.py:5312(DateTimeField)
        2    0.000    0.000    0.000    0.000 base.py:4447(_maybe_preserve_names)
        9    0.000    0.000    0.000    0.000 managers.py:196(blklocs)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.004    0.004 string.py:69(__init_subclass__)
        1    0.000    0.000    0.002    0.002 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        2    0.000    0.000    0.000    0.000 headers.py:318(__iter__)
        2    0.000    0.000    0.001    0.000 __init__.py:750(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:751(__init__)
        1    0.000    0.000    0.015    0.015 __init__.py:336(Version)
        1    0.000    0.000    0.000    0.000 dbapi2.py:57(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 peewee.py:4621(fill_cache)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.001    0.001 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        2    0.000    0.000    0.000    0.000 <frozen os>:694(__delitem__)
        1    0.000    0.000    0.002    0.002 dtypes.py:690(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 expr.py:339(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 stata.py:2254(StataWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:498(HDFStore)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        8    0.000    0.000    0.000    0.000 blocks.py:1315(shape)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 __init__.py:269(__init__)
        4    0.000    0.000    0.000    0.000 common.py:1042(needs_i8_conversion)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
        4    0.000    0.000    0.001    0.000 series.py:1431(_set_value)
        2    0.000    0.000    0.000    0.000 peewee.py:758(clone)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        4    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 __init__.py:669(update)
        1    0.000    0.000    0.000    0.000 fundamentals.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        2    0.000    0.000    0.000    0.000 curl.py:328(impersonate)
        3    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        8    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
        4    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:667(_info_axis)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:23(CurlMorsel)
        4    0.000    0.000    0.000    0.000 managers.py:2177(_grouping_func)
        2    0.000    0.000    0.000    0.000 sysconfig.py:134(_getuserbase)
        1    0.000    0.000    0.000    0.000 quote.py:488(Quote)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.001    0.001 funds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
        1    0.000    0.000    0.000    0.000 unix.py:26(Unix)
        1    0.000    0.000    0.000    0.000 peewee.py:7924(process_row)
        1    0.000    0.000    0.000    0.000 __init__.py:211(task)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.008    0.008 _constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
        1    0.000    0.000    0.001    0.001 object_array.py:188(_str_replace)
        1    0.000    0.000    0.000    0.000 base.py:6231(_raise_if_missing)
        2    0.000    0.000    0.000    0.000 textwrap.py:341(_split_chunks)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 base.py:182(SelectionMixin)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        2    0.000    0.000    0.000    0.000 textwrap.py:157(_split)
        1    0.000    0.000    0.001    0.001 monkeypatch.py:187(patchOrUnpatchAll)
        1    0.000    0.000    0.003    0.003 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        9    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        2    0.000    0.000    0.000    0.000 textwrap.py:143(_munge_whitespace)
        6    0.000    0.000    0.000    0.000 peewee.py:1883(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.003    0.003 __init__.py:152(EntryPoint)
        1    0.000    0.000    0.000    0.000 indexing.py:1756(_get_slice_axis)
        1    0.000    0.000    0.000    0.000 __init__.py:442(LibraryLoader)
        4    0.000    0.000    0.000    0.000 frame.py:4590(_ensure_valid_index)
        2    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 series.py:6429(_reduce)
        1    0.000    0.000    0.000    0.000 object_array.py:37(ObjectStringArrayMixin)
        7    0.000    0.000    0.000    0.000 getlimits.py:161(_register_type)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 peewee.py:7549(_get_model_cursor_wrapper)
        1    0.000    0.000    0.001    0.001 sysconfig.py:568(_init_posix)
        4    0.000    0.000    0.000    0.000 encoder.py:482(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        4    0.000    0.000    0.000    0.000 __init__.py:167(__ge__)
        3    0.000    0.000    0.000    0.000 base.py:456(_engine_type)
        2    0.000    0.000    0.000    0.000 models.py:158(_decode)
        2    0.000    0.000    0.000    0.000 peewee.py:877(__init__)
        1    0.000    0.000    0.001    0.001 dtypes.py:945(PeriodDtype)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 base.py:5144(array)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:436(__init__)
        2    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ff252418720}
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 _methods.py:41(_amax)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.001    0.000 textwrap.py:361(fill)
        5    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        8    0.000    0.000    0.000    0.000 peewee.py:6326(table)
        5    0.000    0.000    0.000    0.000 {method 'def_extern' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.001    0.001 managers.py:557(copy)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 datetimes.py:286(tz_localize)
        1    0.000    0.000    0.000    0.000 generic.py:5668(_needs_reindex_multi)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1455(PandasSQL)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
        5    0.000    0.000    0.000    0.000 blocks.py:1319(iget)
        1    0.000    0.000    0.000    0.000 protocol.py:47(Side)
        7    0.000    0.000    0.000    0.000 peewee.py:1329(__init__)
        2    0.000    0.000    0.005    0.002 data.py:184(_get_cookie_basic)
        3    0.000    0.000    0.000    0.000 peewee.py:4707(__set__)
        1    0.000    0.000    0.002    0.002 peewee.py:7293(get)
        1    0.000    0.000    0.000    0.000 indexing.py:1214(_LocIndexer)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        2    0.000    0.000    0.000    0.000 expr.py:128(_compose)
        6    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 holders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 pytables.py:108(BinOp)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:561(decorating_function)
        6    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        2    0.000    0.000    0.000    0.000 models.py:105(encoding)
        2    0.000    0.000    0.000    0.000 peewee.py:768(inner)
        1    0.000    0.000    0.000    0.000 peewee.py:826(Source)
        8    0.000    0.000    0.000    0.000 message.py:638(get_default_type)
        3    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lookup.py:34(Lookup)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 peewee.py:1635(Function)
        8    0.000    0.000    0.000    0.000 cookies.py:38(dump_bool)
        2    0.000    0.000    0.000    0.000 cast.py:605(_maybe_promote_cached)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 holders.py:12(Holders)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        7    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        2    0.000    0.000    0.000    0.000 base.py:1017(view)
        1    0.000    0.000    0.001    0.001 peewee.py:6176(create_all)
        1    0.000    0.000    0.000    0.000 flags.py:10(Flags)
        4    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        3    0.000    0.000    0.000    0.000 peewee.py:1474(__sql__)
        3    0.000    0.000    0.000    0.000 peewee.py:532(__init__)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _methods.py:57(_any)
        3    0.000    0.000    0.000    0.000 peewee.py:6261(make_table_name)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.002    0.002 peewee.py:2278(_execute)
        1    0.000    0.000    0.000    0.000 sysconfig.py:248(is_python_build)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.000    0.000 session.py:685(AsyncSession)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3841(Format)
        1    0.000    0.000    0.006    0.006 expanding.py:1(<module>)
        3    0.000    0.000    0.000    0.000 peewee.py:1462(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:52(_TzDBManager)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 managers.py:2246(_stack_arrays)
        1    0.000    0.000    0.000    0.000 const.py:608(CurlIpResolve)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 frame.py:659(_constructor_from_mgr)
        4    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        1    0.000    0.000    0.000    0.000 peewee.py:7352(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 peewee.py:3332(get_context_options)
        6    0.000    0.000    0.000    0.000 utils.py:954(dynamic_docstring)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 message.py:34(Message)
